DateTime,price,url,model,year,odometer,condition,cylinders,drive,fuel,paint color,size,title status,transmission,type,VIN,make / manufacturer,model name / number,size / dimensions
"
2021-12-2309:15
",0,https://losangeles.craigslist.org/lgb/ptd/d/hyundai-elantra-new-light-fender-hood/7424325488.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1308:29
",1600,https://losangeles.craigslist.org/lac/wtd/d/la-puente-ferrada-rohana-wheels-deal/7420207294.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2222:18
",70,https://losangeles.craigslist.org/sfv/wtd/d/michelin-ltx-good-used-tires-van-nuys70/7424192903.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2222:16
",80,https://losangeles.craigslist.org/sfv/wtd/d/crosswind-all-terrain-good-used-tires/7424192704.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2222:13
",60,https://losangeles.craigslist.org/sfv/wtd/d/goodyear-assurance-good-used-tires-van/7424192426.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2221:50
",160,https://losangeles.craigslist.org/sfv/wtd/d/toyo-open-country-a30-good-used-tires/7424189474.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2221:19
",150,https://losangeles.craigslist.org/sfv/wtd/d/michelin-latitude-tour-hp-good-used/7424185443.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2220:24
",150,https://losangeles.craigslist.org/sfv/wtd/d/bridgestone-dueler-hl-good-used-tires/7424177607.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2220:22
",80,https://losangeles.craigslist.org/sfv/wtd/d/pirelli-cinturato-p7-run-flat-good-used/7424177271.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2218:56
",150,https://losangeles.craigslist.org/sfv/wtd/d/cooper-good-used-tires-van-nuys150-set/7424160976.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2218:21
",150,https://losangeles.craigslist.org/sfv/wtd/d/goodyear-wrangler-hl-good-used-tires/7424153768.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2218:19
",80,https://losangeles.craigslist.org/sfv/wtd/d/michelin-latitude-tour-hp-good-used/7424153339.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2218:16
",100,https://losangeles.craigslist.org/sfv/wtd/d/goodyear-eagle-sport-run-flat-good-used/7424152395.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2218:13
",100,https://losangeles.craigslist.org/sfv/wtd/d/lt-bfg-all-terrain-ko-good-used-tires/7424151809.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2218:04
",200,https://losangeles.craigslist.org/sfv/wtd/d/lt-nitto-at-terra-grappler-g2-good-used/7424149774.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2217:37
",200,https://losangeles.craigslist.org/sfv/wtd/d/lt-firestone-transforce-t-good-used/7424142555.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2217:35
",80,https://losangeles.craigslist.org/sfv/wtd/d/dunlop-gran-trek-good-used-tires-van/7424142037.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2209:05
",50000,https://losangeles.craigslist.org/wst/wad/d/los-angeles-cash-for-cars-we-buy-cars/7423932093.html,,,,,,,,,,,,,,0,0,0
"
2021-12-0806:14
",1399,https://losangeles.craigslist.org/lac/wtd/d/la-puente-20x9-20x105-deep-concave-huge/7418030243.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2116:41
",65,https://losangeles.craigslist.org/lgb/wad/d/lakewood-wanted-mustang-fastback-mach/7423730410.html,,,,,,,,,,,,,,0,0,0
"
2021-12-0906:56
",1489,https://losangeles.craigslist.org/lac/wtd/d/la-puente-azad-or-xix-staggered-or-non/7418492304.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1912:35
",30,https://losangeles.craigslist.org/lgb/wtd/d/lowest-prices-on-good-used-tires-open/7422817880.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2009:46
",0,https://losangeles.craigslist.org/lgb/ptd/d/toyota-pickup-tacoma-new-collision/7423131204.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2008:38
",50000,https://losangeles.craigslist.org/wst/wad/d/los-angeles-cash-for-cars-we-buy-cars/7423093871.html,,,,,,,,,,,,,,0,0,0
"
2021-12-0805:32
",1399,https://losangeles.craigslist.org/lac/wtd/d/la-puente-giovanna-haleb-bogota-masiss/7418015869.html,,,,,,,,,,,,,,0,0,0
"
2021-12-0708:21
",0,https://losangeles.craigslist.org/lgb/wad/d/long-beach-cash-for-junk-cars-junk-cars/7417637821.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1915:15
",100,https://losangeles.craigslist.org/sfv/wtd/d/goodyear-eagle-sport-run-flat-good-used/7422876471.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1915:14
",160,https://losangeles.craigslist.org/lac/wtd/d/panorama-city-new-14-or-15-passenger/7422876010.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1910:55
",30,https://losangeles.craigslist.org/sfv/wtd/d/good-used-tires-on-sale-huge-inventory/7422776111.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1910:54
",1,https://losangeles.craigslist.org/sfv/wtd/d/bfg-nitto-general-best-prices-in-town/7422775497.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1910:52
",1,https://losangeles.craigslist.org/sfv/wtd/d/goodyear-pirelli-kumho-best-prices-in/7422774840.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1910:51
",1,https://losangeles.craigslist.org/sfv/wtd/d/bfgoodrich-michelin-firestone-best/7422774210.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1910:47
",1,https://losangeles.craigslist.org/lac/wtd/d/panorama-city-dunlop-falken-general/7422772625.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1910:46
",100,https://losangeles.craigslist.org/lac/wtd/d/panorama-city-new-14-or-15-passenger/7422772091.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1910:26
",100,https://losangeles.craigslist.org/sfv/wtd/d/goodyear-rs-used-tires-van-nuys-in-good/7422763993.html,,,,,,,,,,,,,,0,0,0
"
2021-12-0708:21
",0,https://losangeles.craigslist.org/sgv/wad/d/monterey-park-cash-for-cars-cash-for/7417637586.html,,,,,,,,,,,,,,0,0,0
"
2021-12-0707:39
",799,https://losangeles.craigslist.org/lac/wtd/d/la-puente-strada-wheels-special-inch/7417614865.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1808:59
",5499,https://losangeles.craigslist.org/sfv/ctd/d/valencia-2012-hyundai-accent-drive/7422355396.html,2012 hyundai accent,2012,139000,excellent,4 cylinders,fwd,gas,black,compact,clean,automatic,hatchback,,0,0,0
